iter	Passed	Remaining
444	1200	1497
445	1203	1494
446	1206	1492
447	1208	1489
448	1211	1486
449	1213	1483
450	1216	1480
451	1218	1477
452	1221	1474
453	1224	1472
454	1227	1469
455	1229	1466
456	1232	1463
457	1234	1461
458	1237	1458
459	1239	1455
460	1242	1452
461	1245	1450
462	1247	1447
463	1250	1444
464	1253	1441
465	1255	1439
466	1258	1436
467	1261	1434
468	1264	1431
469	1266	1428
470	1269	1425
471	1272	1423
472	1274	1420
473	1277	1418
474	1280	1415
475	1285	1415
476	1289	1413
477	1293	1413
478	1298	1411
479	1301	1410
480	1305	1408
481	1309	1407
482	1313	1405
483	1316	1404
484	1320	1401
485	1323	1399
486	1326	1397
487	1330	1395
488	1333	1393
489	1336	1390
490	1339	1388
491	1342	1385
492	1345	1383
493	1347	1380
494	1350	1377
495	1353	1375
496	1356	1372
497	1359	1370
498	1362	1367
499	1365	1365
500	1368	1362
501	1371	1360
502	1374	1358
503	1377	1355
504	1379	1352
505	1382	1349
506	1385	1347
507	1388	1344
508	1391	1342
509	1394	1339
510	1397	1337
511	1400	1335
512	1404	1332
513	1407	1330
514	1409	1327
515	1412	1324
516	1415	1322
517	1417	1319
518	1420	1316
519	1423	1314
520	1426	1311
521	1429	1308
522	1431	1305
523	1434	1303
524	1437	1300
525	1440	1297
526	1442	1295
527	1445	1292
528	1448	1289
529	1451	1287
530	1453	1284
531	1456	1281
532	1459	1278
533	1462	1275
534	1464	1273
535	1467	1270
536	1470	1267
537	1472	1264
538	1475	1262
539	1478	1259
540	1481	1256
541	1484	1254
542	1486	1251
543	1489	1248
544	1492	1245
545	1495	1243
546	1498	1240
547	1501	1238
548	1503	1235
549	1506	1232
550	1509	1230
551	1513	1228
552	1516	1225
553	1519	1222
554	1521	1220
555	1524	1217
556	1527	1214
557	1530	1212
558	1534	1210
559	1537	1207
560	1539	1204
561	1542	1202
562	1545	1199
563	1548	1196
564	1551	1194
565	1553	1191
566	1556	1188
567	1559	1186
568	1562	1183
569	1565	1181
570	1568	1178
571	1571	1175
572	1574	1173
573	1576	1170
574	1579	1167
575	1582	1164
576	1584	1161
577	1587	1158
578	1589	1156
579	1592	1153
580	1595	1150
581	1597	1147
582	1600	1144
583	1603	1141
584	1605	1139
585	1608	1136
586	1610	1133
587	1613	1130
588	1616	1127
589	1618	1125
590	1621	1122
591	1624	1119
592	1626	1116
593	1629	1113
594	1632	1110
595	1634	1108
596	1637	1105
597	1639	1102
598	1642	1099
599	1645	1096
600	1647	1094
601	1650	1091
602	1653	1088
603	1656	1085
604	1658	1082
605	1661	1080
606	1663	1077
607	1666	1074
608	1669	1071
609	1671	1068
610	1674	1065
611	1677	1063
612	1679	1060
613	1682	1057
614	1684	1054
615	1687	1051
616	1689	1049
617	1692	1046
618	1695	1043
619	1698	1040
620	1701	1038
621	1704	1035
622	1707	1033
623	1710	1030
624	1713	1028
625	1716	1025
626	1719	1022
627	1721	1019
628	1724	1017
629	1727	1014
630	1730	1012
631	1733	1009
632	1736	1006
633	1739	1004
634	1742	1001
635	1745	998
636	1747	996
637	1750	993
638	1753	990
639	1756	988
640	1759	985
641	1762	982
642	1764	979
643	1767	977
644	1770	974
645	1773	971
646	1776	969
647	1779	966
648	1782	963
649	1784	961
650	1787	958
651	1789	955
652	1792	952
653	1795	949
654	1797	946
655	1800	943
656	1802	941
657	1805	938
658	1807	935
659	1810	932
660	1813	930
661	1816	927
662	1819	924
663	1821	921
664	1824	919
665	1827	916
666	1830	913
667	1832	910
668	1835	908
669	1838	905
670	1841	902
671	1843	899
672	1846	897
673	1848	894
674	1851	891
675	1854	888
676	1856	885
677	1859	883
678	1861	880
679	1864	877
680	1867	874
681	1869	871
682	1872	869
683	1875	866
684	1877	863
685	1880	860
686	1882	857
687	1885	855
688	1888	852
689	1890	849
690	1893	846
691	1895	843
692	1898	840
693	1900	838
694	1903	835
695	1906	832
696	1908	829
697	1911	826
698	1913	824
699	1916	821
700	1919	818
701	1922	816
702	1925	813
703	1928	810
704	1931	808
705	1933	805
706	1936	802
707	1939	799
708	1941	797
709	1944	794
710	1947	791
711	1949	788
712	1952	785
713	1955	783
714	1957	780
715	1960	777
716	1962	774
717	1965	771
718	1968	769
719	1970	766
720	1973	763
721	1975	760
722	1978	757
723	1980	755
724	1983	752
725	1986	749
726	1988	746
727	1991	744
728	1994	741
729	1997	738
730	1999	735
731	2002	733
732	2005	730
733	2008	727
734	2010	724
735	2013	722
736	2015	719
737	2018	716
738	2021	713
739	2023	711
740	2026	708
741	2029	705
742	2031	702
743	2034	700
744	2037	697
745	2039	694
746	2042	691
747	2045	688
748	2047	686
749	2050	683
750	2052	680
751	2055	677
752	2058	675
753	2061	672
754	2063	669
755	2066	667
756	2069	664
757	2072	661
758	2075	658
759	2077	656
760	2080	653
761	2083	650
762	2085	647
763	2088	645
764	2090	642
765	2093	639
766	2096	636
767	2098	634
768	2101	631
769	2103	628
770	2106	625
771	2109	622
772	2111	620
773	2114	617
774	2117	614
775	2120	612
776	2123	609
777	2125	606
778	2128	603
779	2131	601
780	2134	598
781	2136	595
782	2139	592
783	2142	590
784	2144	587
785	2147	584
786	2150	581
787	2152	579
788	2155	576
789	2158	573
790	2160	570
791	2163	568
792	2166	565
793	2169	562
794	2171	560
795	2174	557
796	2177	554
797	2180	551
798	2182	549
799	2185	546
800	2188	543
801	2191	540
802	2193	538
803	2196	535
804	2198	532
805	2201	529
806	2203	527
807	2206	524
808	2209	521
809	2212	518
810	2214	516
811	2217	513
812	2220	510
813	2223	508
814	2226	505
815	2228	502
816	2231	499
817	2234	497
818	2237	494
819	2240	491
820	2242	488
821	2245	486
822	2247	483
823	2250	480
824	2252	477
825	2255	475
826	2258	472
827	2260	469
828	2263	466
829	2266	464
830	2269	461
831	2271	458
832	2274	455
833	2277	453
834	2279	450
835	2282	447
836	2285	445
837	2288	442
838	2290	439
839	2293	436
840	2296	434
841	2299	431
842	2302	428
843	2305	426
844	2308	423
845	2311	420
846	2314	418
847	2317	415
848	2320	412
849	2323	410
850	2327	407
851	2330	404
852	2333	402
853	2336	399
854	2339	396
855	2342	394
856	2344	391
857	2347	388
858	2350	385
859	2353	383
860	2356	380
861	2358	377
862	2361	374
863	2364	372
864	2367	369
865	2369	366
866	2372	363
867	2374	361
868	2377	358
869	2380	355
870	2382	352
871	2385	350
872	2388	347
873	2391	344
874	2393	341
875	2396	339
876	2399	336
877	2402	333
878	2404	331
879	2407	328
880	2410	325
881	2412	322
882	2415	320
883	2417	317
884	2420	314
885	2422	311
886	2425	308
887	2427	306
888	2430	303
889	2433	300
890	2436	298
891	2438	295
892	2441	292
893	2444	289
894	2446	287
895	2449	284
896	2452	281
897	2455	278
898	2457	276
899	2460	273
900	2463	270
901	2465	267
902	2468	265
903	2470	262
904	2473	259
905	2475	256
906	2478	254
907	2481	251
908	2484	248
909	2486	245
910	2489	243
911	2491	240
912	2494	237
913	2496	234
914	2499	232
915	2502	229
916	2504	226
917	2507	223
918	2510	221
919	2513	218
920	2515	215
921	2518	213
922	2521	210
923	2523	207
924	2526	204
925	2529	202
926	2532	199
927	2535	196
928	2538	193
929	2541	191
930	2543	188
931	2546	185
932	2549	183
933	2552	180
934	2554	177
935	2557	174
936	2560	172
937	2562	169
938	2565	166
939	2568	163
940	2571	161
941	2574	158
942	2577	155
943	2580	153
944	2583	150
945	2585	147
946	2588	144
947	2591	142
948	2594	139
949	2596	136
950	2599	133
951	2601	131
952	2604	128
953	2607	125
954	2609	122
955	2612	120
956	2614	117
957	2617	114
958	2620	112
959	2622	109
960	2625	106
961	2628	103
962	2631	101
963	2633	98
964	2636	95
965	2638	92
966	2641	90
967	2644	87
968	2646	84
969	2649	81
970	2652	79
971	2654	76
972	2657	73
973	2659	71
974	2662	68
975	2665	65
976	2667	62
977	2670	60
978	2672	57
979	2675	54
980	2678	51
981	2680	49
982	2683	46
983	2685	43
984	2688	40
985	2691	38
986	2693	35
987	2696	32
988	2698	30
989	2701	27
990	2704	24
991	2707	21
992	2711	19
993	2713	16
994	2716	13
995	2719	10
996	2721	8
997	2724	5
998	2727	2
999	2729	0
